customer_id,customer_code,organisation_name,country_code,country_name,region,subregion,industry,employee_count,segment,acquisition_channel,signup_date,trial_start_date,status
228,cus_000228,Coastal Advisory GmbH,DE,Germany,Europe,DACH,logistics,49,SMB,self_serve,2026-03-10,2026-02-24,active
229,cus_000229,Cedar Retail Corp,US,United States,North America,South,construction,36,SMB,inbound,2024-02-11,,churned
230,cus_000230,Maple Collective Pty Ltd,AU,Australia,APAC,Australia,professional_services,111,Mid-Market,outbound,2023-09-28,,churned
231,cus_000231,Metro Works Corp,US,United States,North America,South,professional_services,44,SMB,self_serve,2023-11-14,,churned
232,cus_000232,Vertex Properties LLP,GB,United Kingdom,Europe,United Kingdom,facilities,23,SMB,partner,2024-04-18,,active
233,cus_000233,Amber Logistics B.V.,NL,Netherlands,Europe,Western Europe,logistics,32,SMB,inbound,2026-04-25,,active
234,cus_000234,Iron Supply AB,SE,Sweden,Europe,Nordics,professional_services,7,SMB,event,2025-08-01,,active
235,cus_000235,Canyon Ventures SARL,FR,France,Europe,Western Europe,manufacturing,114,Mid-Market,outbound,2025-08-30,,active
236,cus_000236,Lumen Group Inc,CA,Canada,North America,Canada,manufacturing,74,Mid-Market,outbound,2024-05-15,,active
237,cus_000237,Pioneer Properties Ltd,GB,United Kingdom,Europe,United Kingdom,construction,665,Enterprise,inbound,2023-07-08,,active
238,cus_000238,Golden Clinics Ltd,CA,Canada,North America,Canada,,140,Mid-Market,inbound,2024-05-25,,active
239,cus_000239,Silver Studios Inc,US,United States,North America,South,financial_services,889,Enterprise,partner,2026-02-17,,active
240,cus_000240,Canyon Systems GmbH,DE,Germany,Europe,DACH,financial_services,153,Mid-Market,partner,2023-12-27,,churned
241,cus_000241,Nimbus Collective Inc,US,United States,North America,Midwest,professional_services,78,Mid-Market,outbound,2023-05-18,,churned
242,cus_000242,Oak Holdings LLP,GB,United Kingdom,Europe,United Kingdom,retail,23,SMB,inbound,2026-06-01,,active
243,cus_000243,Oak Industries LLC,US,United States,North America,Northeast,healthcare,46,SMB,inbound,2026-05-08,,active
244,cus_000244,Anchor Properties Inc,CA,Canada,North America,Canada,education,23,SMB,self_serve,2024-12-22,2024-12-08,active
245,cus_000245,Apex Advisory LLP,GB,United Kingdom,Europe,United Kingdom,logistics,1393,Enterprise,outbound,2025-05-10,,active
246,cus_000246,Atlas Group Ltd,CA,Canada,North America,Canada,professional_services,125,Mid-Market,inbound,2024-06-01,,active
247,cus_000247,Forest Retail Ltd,CA,Canada,North America,Canada,facilities,95,Mid-Market,outbound,2026-06-24,,active
248,cus_000248,Nimbus Studios SARL,FR,France,Europe,Western Europe,logistics,10,SMB,self_serve,2022-12-01,2022-11-17,churned
249,cus_000249,Alpine Studios SAS,FR,France,Europe,Western Europe,facilities,35,SMB,self_serve,2022-08-02,2022-07-19,active
250,cus_000250,Beacon Engineering SAS,FR,France,Europe,Western Europe,professional_services,28,SMB,self_serve,2026-06-01,2026-05-18,active
251,cus_000251,Apex Works Ltd,GB,United Kingdom,Europe,United Kingdom,professional_services,98,Mid-Market,inbound,2025-04-30,,active
252,cus_000252,Atlas Clinics Ltd,GB,United Kingdom,Europe,United Kingdom,financial_services,30,SMB,inbound,2026-04-30,,active
253,cus_000253,Golden Partners Corp,US,United States,North America,West,healthcare,71,Mid-Market,outbound,2025-09-06,,active
254,cus_000254,Iron Studios Inc,US,United States,North America,West,professional_services,47,SMB,self_serve,2026-02-19,,churned
255,cus_000255,Alpine Properties LLC,US,United States,North America,South,logistics,43,SMB,self_serve,2024-03-10,2024-02-25,churned
256,cus_000256,Blue Operations Corp,US,United States,North America,Midwest,manufacturing,13,SMB,self_serve,2023-05-28,2023-05-14,active
257,cus_000257,Forge Logistics Inc,US,United States,North America,Northeast,professional_services,73,Mid-Market,inbound,2025-02-07,,active
258,cus_000258,Lumen Collective Inc,US,United States,North America,South,logistics,27,SMB,event,2025-08-20,,active
259,cus_000259,Pioneer Studios Pty Ltd,AU,Australia,APAC,Australia,financial_services,165,Mid-Market,outbound,2025-01-13,,active
260,cus_000260,Forge Studios LLC,US,United States,North America,West,logistics,48,SMB,inbound,2026-02-26,,active
261,cus_000261,Coastal Fabrication LLC,US,United States,North America,Northeast,logistics,6,SMB,outbound,2024-07-10,,active
262,cus_000262,Forest Systems AG,DE,Germany,Europe,DACH,healthcare,30,SMB,inbound,2026-04-03,,active
263,cus_000263,Iron Ventures Pty Ltd,AU,Australia,APAC,Australia,construction,8,SMB,self_serve,2025-08-16,,churned
264,cus_000264,River Partners LLC,US,United States,North America,West,facilities,107,Mid-Market,partner,2022-10-06,,active
265,cus_000265,Copper Engineering Pty Ltd,AU,Australia,APAC,Australia,healthcare,44,SMB,inbound,2026-06-27,,active
266,cus_000266,Maple Studios Corp,US,United States,North America,South,education,74,Mid-Market,outbound,2024-12-13,,churned
267,cus_000267,Silver Partners SAS,FR,France,Europe,Western Europe,financial_services,65,Mid-Market,outbound,2025-01-28,,churned
268,cus_000268,Lumen Engineering Inc,US,United States,North America,South,professional_services,38,SMB,inbound,2023-06-26,,churned
269,cus_000269,Canyon Systems Ltd,CA,Canada,North America,Canada,manufacturing,36,SMB,partner,2025-02-14,,active
270,cus_000270,Prairie Labs LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,178,Mid-Market,self_serve,2024-10-26,2024-10-12,active
271,cus_000271,Nimbus Properties GmbH,DE,Germany,Europe,DACH,professional_services,67,Mid-Market,outbound,2023-08-25,,active
272,cus_000272,North Operations LLP,GB,United Kingdom,Europe,United Kingdom,professional_services,2340,Enterprise,partner,2025-02-25,,churned
273,cus_000273,Nimbus Group LLC,US,United States,North America,West,facilities,50,Mid-Market,inbound,2026-04-13,,active
274,cus_000274,Bright Supply Pty Ltd,AU,Australia,APAC,Australia,manufacturing,50,Mid-Market,inbound,2025-04-20,,active
275,cus_000275,Maple Supply GmbH,DE,Germany,Europe,DACH,professional_services,17,SMB,self_serve,2026-06-04,2026-05-21,active
276,cus_000276,Anchor Works B.V.,NL,Netherlands,Europe,Western Europe,retail,7,SMB,self_serve,2026-03-07,,active
277,cus_000277,Copper Studios Ltd,GB,United Kingdom,Europe,United Kingdom,healthcare,50,Mid-Market,self_serve,2026-08-01,2026-07-18,active
278,cus_000278,Harbour Collective Inc,US,United States,North America,West,healthcare,1169,Enterprise,event,2025-11-24,,active
279,cus_000279,Coastal Advisory LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,28,SMB,self_serve,2024-02-14,2024-01-31,churned
280,cus_000280,Forest Services LLC,US,United States,North America,South,,40,SMB,self_serve,2024-11-13,2024-10-30,churned
281,cus_000281,Oak Services Corp,US,United States,North America,Northeast,retail,32,SMB,self_serve,2024-06-25,2024-06-11,active
282,cus_000282,Anchor Workshops B.V.,NL,Netherlands,Europe,Western Europe,logistics,42,SMB,inbound,2026-07-30,,active
283,cus_000283,Apex Workshops LLP,GB,United Kingdom,Europe,United Kingdom,logistics,37,SMB,self_serve,2024-01-13,,churned
284,cus_000284,Forest Workshops Inc,US,United States,North America,West,professional_services,39,SMB,partner,2022-10-04,,churned
285,cus_000285,Coastal Logistics LLP,GB,United Kingdom,Europe,United Kingdom,facilities,181,Mid-Market,inbound,2025-05-01,,active
286,cus_000286,Atlas Collective LLP,GB,United Kingdom,Europe,United Kingdom,retail,36,SMB,self_serve,2025-10-28,2025-10-14,active
287,cus_000287,Metro Workshops Ltd,GB,United Kingdom,Europe,United Kingdom,facilities,17,SMB,partner,2026-05-24,,churned
288,cus_000288,Prairie Holdings Inc,US,United States,North America,South,retail,123,Mid-Market,inbound,2025-05-26,,active
289,cus_000289,Granite Advisory Pty Ltd,AU,Australia,APAC,Australia,professional_services,17,SMB,self_serve,2024-11-16,2024-11-02,churned
290,cus_000290,Maple Engineering Inc,US,United States,North America,South,facilities,31,SMB,self_serve,2025-05-03,2025-04-12,active
291,cus_000291,Urban Ventures Corp,US,United States,North America,South,education,61,Mid-Market,partner,2025-09-25,,active
292,cus_000292,Pioneer Clinics Corp,US,United States,North America,West,manufacturing,111,Mid-Market,partner,2023-12-04,,churned
293,cus_000293,Copper Networks Inc,US,United States,North America,South,facilities,78,Mid-Market,partner,2024-09-09,,active
294,cus_000294,Maple Solutions LLP,GB,United Kingdom,Europe,United Kingdom,manufacturing,34,SMB,partner,2023-07-04,,churned
295,cus_000295,Silver Advisory AG,DE,Germany,Europe,DACH,professional_services,43,SMB,self_serve,2025-05-09,2025-04-18,active
296,cus_000296,Coastal Workshops SAS,FR,France,Europe,Western Europe,financial_services,27,SMB,partner,2024-10-12,,active
297,cus_000297,Copper Group B.V.,NL,Netherlands,Europe,Western Europe,logistics,54,Mid-Market,partner,2026-07-07,,active
298,cus_000298,Canyon Retail Inc,CA,Canada,North America,Canada,construction,97,Mid-Market,partner,2023-09-18,,active
299,cus_000299,Bright Logistics Pty Ltd,AU,Australia,APAC,Australia,facilities,138,Mid-Market,event,2025-01-06,,active
300,cus_000300,Nimbus Group AB,SE,Sweden,Europe,Nordics,professional_services,114,Mid-Market,outbound,2024-07-09,,active
301,cus_000301,Metro Holdings Pty Ltd,AU,Australia,APAC,Australia,construction,5385,Enterprise,outbound,2023-07-03,,active
302,cus_000302,Pioneer Studios Corp,US,United States,North America,Midwest,construction,46,SMB,self_serve,2025-03-20,,churned
303,cus_000303,Oak Works LLP,GB,United Kingdom,Europe,United Kingdom,manufacturing,45,SMB,self_serve,2022-10-26,,active
304,cus_000304,Apex Group B.V.,NL,Netherlands,Europe,Western Europe,facilities,166,Mid-Market,inbound,2022-10-02,,active
305,cus_000305,Prairie Partners LLC,US,United States,North America,West,professional_services,19,SMB,inbound,2024-09-06,,churned
306,cus_000306,Harbour Logistics Corp,US,United States,North America,Northeast,construction,95,Mid-Market,inbound,2026-07-17,,active
307,cus_000307,Maple Fabrication Inc,CA,Canada,North America,Canada,financial_services,30,SMB,self_serve,2026-06-10,2026-05-20,active
308,cus_000308,Prairie Clinics Inc,US,United States,North America,South,education,13,SMB,inbound,2025-04-27,,active
309,cus_000309,Nimbus Logistics Pty Ltd,AU,Australia,APAC,Australia,manufacturing,69,Mid-Market,outbound,2026-01-27,,active
310,cus_000310,Canyon Operations B.V.,NL,Netherlands,Europe,Western Europe,facilities,209,Mid-Market,event,2025-07-19,,active
311,cus_000311,Bright Works Corp,US,United States,North America,Northeast,logistics,47,SMB,self_serve,2025-08-09,2025-07-26,active
312,cus_000312,Granite Collective Corp,US,United States,North America,West,professional_services,166,Mid-Market,outbound,2026-03-02,,active
313,cus_000313,Alpine Systems LLP,GB,United Kingdom,Europe,United Kingdom,facilities,91,Mid-Market,self_serve,2023-04-07,2023-03-24,active
314,cus_000314,Silver Collective SAS,FR,France,Europe,Western Europe,manufacturing,103,Mid-Market,partner,2025-07-06,,active
315,cus_000315,Vertex Systems Corp,US,United States,North America,South,professional_services,100,Mid-Market,self_serve,2023-11-16,2023-10-26,churned
316,cus_000316,Apex Workshops Corp,US,United States,North America,South,facilities,14,SMB,inbound,2023-01-08,,churned
317,cus_000317,Beacon Workshops Inc,CA,Canada,North America,Canada,retail,13,SMB,event,2024-10-13,,churned
318,cus_000318,Harbour Fabrication Inc,US,United States,North America,Midwest,education,40,SMB,self_serve,2024-07-20,2024-06-29,churned
319,cus_000319,Oak Properties SARL,FR,France,Europe,Western Europe,manufacturing,33,SMB,self_serve,2024-11-29,2024-11-15,churned
320,cus_000320,Alpine Systems LLC,US,United States,North America,South,construction,31,SMB,inbound,2024-07-16,,active
321,cus_000321,Apex Logistics Corp,US,United States,North America,West,construction,261,Mid-Market,event,2024-11-07,,active
322,cus_000322,Copper Properties Corp,US,United States,North America,West,healthcare,63,Mid-Market,inbound,2023-10-21,,active
323,cus_000323,Granite Retail B.V.,NL,Netherlands,Europe,Western Europe,professional_services,87,Mid-Market,outbound,2025-11-13,,active
324,cus_000324,Forge Operations Ltd,GB,United Kingdom,Europe,United Kingdom,professional_services,619,Enterprise,outbound,2026-01-02,,active
325,cus_000325,Coastal Studios Inc,US,United States,North America,South,healthcare,82,Mid-Market,self_serve,2025-12-14,2025-11-30,active
326,cus_000326,Prairie Retail GmbH,DE,Germany,Europe,DACH,,86,Mid-Market,outbound,2025-07-01,,active
327,cus_000327,Anchor Ventures LLP,GB,United Kingdom,Europe,United Kingdom,financial_services,84,Mid-Market,inbound,2026-02-22,,churned
328,cus_000328,Lumen Advisory AB,SE,Sweden,Europe,Nordics,professional_services,15,SMB,self_serve,2023-01-10,2022-12-20,churned
329,cus_000329,Alpine Studios LLP,GB,United Kingdom,Europe,United Kingdom,construction,50,Mid-Market,outbound,2024-11-20,,churned
330,cus_000330,Nimbus Properties Inc,US,United States,North America,South,financial_services,9,SMB,self_serve,2024-01-01,2023-12-18,active
331,cus_000331,Golden Partners Inc,CA,Canada,North America,Canada,healthcare,895,Enterprise,partner,2026-05-25,,active
332,cus_000332,Lumen Fabrication Pty Ltd,AU,Australia,APAC,Australia,logistics,174,Mid-Market,event,2026-03-11,,active
333,cus_000333,Bright Services Ltd,GB,United Kingdom,Europe,United Kingdom,professional_services,81,Mid-Market,partner,2026-07-12,,active
334,cus_000334,Vertex Works Inc,CA,Canada,North America,Canada,logistics,141,Mid-Market,event,2023-04-06,,active
335,cus_000335,Beacon Properties LLC,US,United States,North America,West,facilities,36,SMB,outbound,2025-08-01,,churned
336,cus_000336,Beacon Studios LLC,US,United States,North America,South,facilities,32,SMB,inbound,2026-08-20,,active
337,cus_000337,Granite Industries Pty Ltd,AU,Australia,APAC,Australia,manufacturing,170,Mid-Market,inbound,2025-11-13,,active
338,cus_000338,Beacon Engineering Corp,US,United States,North America,West,manufacturing,1290,Enterprise,outbound,2024-02-14,,churned
339,cus_000339,Maple Workshops Pty Ltd,AU,Australia,APAC,Australia,manufacturing,10,SMB,self_serve,2025-06-28,2025-06-07,active
340,cus_000340,Metro Clinics Pty Ltd,AU,Australia,APAC,Australia,retail,18,SMB,self_serve,2024-02-29,,churned
341,cus_000341,Forge Engineering Pty Ltd,AU,Australia,APAC,Australia,facilities,213,Mid-Market,inbound,2025-01-11,,churned
342,cus_000342,Cedar Workshops Inc,CA,Canada,North America,Canada,professional_services,643,Enterprise,self_serve,2025-06-05,2025-05-22,active
343,cus_000343,Atlas Workshops Corp,US,United States,North America,South,healthcare,1256,Enterprise,inbound,2026-01-03,,active
344,cus_000344,River Labs Ltd,GB,United Kingdom,Europe,United Kingdom,retail,10,SMB,event,2023-04-02,,active
345,cus_000345,North Properties Pty Ltd,AU,Australia,APAC,Australia,facilities,2277,Enterprise,outbound,2025-01-21,,active
346,cus_000346,North Clinics LLC,US,United States,North America,South,professional_services,500,Enterprise,partner,2023-09-10,,active
347,cus_000347,Anchor Supply LLC,US,United States,North America,West,logistics,34,SMB,self_serve,2025-03-05,2025-02-19,churned
348,cus_000348,Coastal Holdings Ltd,CA,Canada,North America,Canada,professional_services,25,SMB,inbound,2024-07-15,,active
349,cus_000349,Iron Works Ltd,GB,United Kingdom,Europe,United Kingdom,construction,107,Mid-Market,outbound,2026-07-18,,active
350,cus_000350,Bright Systems AB,SE,Sweden,Europe,Nordics,professional_services,254,Mid-Market,inbound,2025-12-05,,active
351,cus_000351,Prairie Logistics Inc,US,United States,North America,Northeast,healthcare,11,SMB,self_serve,2025-05-20,,active
352,cus_000352,Urban Engineering AB,SE,Sweden,Europe,Nordics,construction,16,SMB,outbound,2023-09-05,,churned
353,cus_000353,Canyon Supply Pty Ltd,AU,Australia,APAC,Australia,education,66,Mid-Market,event,2025-11-17,,active
354,cus_000354,Bright Industries LLC,US,United States,North America,South,healthcare,33,SMB,partner,2026-06-08,,active
355,cus_000355,Harbour Supply SARL,FR,France,Europe,Western Europe,education,26,SMB,partner,2026-01-30,,churned
356,cus_000356,Amber Services Corp,US,United States,North America,Midwest,,156,Mid-Market,inbound,2024-03-12,,active
357,cus_000357,Nimbus Holdings Corp,US,United States,North America,South,manufacturing,60,Mid-Market,outbound,2025-06-16,,active
358,cus_000358,Alpine Group Corp,US,United States,North America,West,construction,43,SMB,self_serve,2022-12-17,2022-12-03,churned
359,cus_000359,Lumen Solutions Corp,US,United States,North America,West,financial_services,50,Mid-Market,inbound,2022-07-26,,active
360,cus_000360,Pioneer Partners B.V.,NL,Netherlands,Europe,Western Europe,manufacturing,48,SMB,event,2024-12-29,,active
361,cus_000361,Urban Logistics B.V.,NL,Netherlands,Europe,Western Europe,professional_services,25,SMB,self_serve,2026-05-17,2026-05-03,active
362,cus_000362,Golden Supply AB,SE,Sweden,Europe,Nordics,professional_services,6,SMB,self_serve,2024-07-03,,churned
363,cus_000363,Anchor Industries LLC,US,United States,North America,Northeast,construction,37,SMB,inbound,2026-06-30,,active
364,cus_000364,River Advisory Corp,US,United States,North America,West,manufacturing,279,Mid-Market,partner,2025-02-13,,active
365,cus_000365,Canyon Advisory Inc,US,United States,North America,West,professional_services,34,SMB,self_serve,2025-10-13,2025-09-29,churned
366,cus_000366,North Partners AB,SE,Sweden,Europe,Nordics,retail,91,Mid-Market,partner,2024-09-10,,active
367,cus_000367,River Services LLP,GB,United Kingdom,Europe,United Kingdom,construction,28,SMB,partner,2023-07-05,,churned
368,cus_000368,Golden Industries SARL,FR,France,Europe,Western Europe,facilities,74,Mid-Market,inbound,2024-01-31,,active
369,cus_000369,Golden Supply Pty Ltd,AU,Australia,APAC,Australia,professional_services,92,Mid-Market,self_serve,2023-06-01,2023-05-18,active
370,cus_000370,Oak Logistics LLC,US,United States,North America,West,professional_services,32,SMB,event,2025-04-20,,churned
371,cus_000371,Granite Operations LLC,US,United States,North America,Northeast,retail,85,Mid-Market,event,2024-10-29,,active
372,cus_000372,Vertex Group LLC,US,United States,North America,South,,548,Enterprise,self_serve,2026-07-20,2026-06-29,active
373,cus_000373,Summit Holdings LLC,US,United States,North America,Northeast,education,44,SMB,self_serve,2025-07-04,2025-06-20,churned
374,cus_000374,River Fabrication LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,107,Mid-Market,inbound,2025-12-24,,active
375,cus_000375,Urban Operations Corp,US,United States,North America,West,professional_services,30,SMB,self_serve,2024-11-24,2024-11-10,churned
376,cus_000376,Atlas Holdings Pty Ltd,AU,Australia,APAC,Australia,professional_services,23,SMB,self_serve,2025-02-11,2025-01-28,churned
377,cus_000377,Granite Properties AB,SE,Sweden,Europe,Nordics,healthcare,50,Mid-Market,outbound,2022-09-29,,active
378,cus_000378,Iron Supply LLC,US,United States,North America,Midwest,financial_services,27,SMB,outbound,2026-07-16,,active
379,cus_000379,Atlas Fabrication Corp,US,United States,North America,West,construction,780,Enterprise,partner,2024-06-11,,active
380,cus_000380,Anchor Holdings SAS,FR,France,Europe,Western Europe,professional_services,35,SMB,self_serve,2026-07-26,,active
381,cus_000381,Summit Holdings Corp,US,United States,North America,Midwest,manufacturing,36,SMB,self_serve,2025-07-13,,churned
382,cus_000382,Silver Collective Ltd,CA,Canada,North America,Canada,manufacturing,53,Mid-Market,self_serve,2022-08-06,2022-07-23,active
383,cus_000383,Forest Supply Inc,CA,Canada,North America,Canada,healthcare,83,Mid-Market,event,2026-04-07,,active
384,cus_000384,Maple Industries AB,SE,Sweden,Europe,Nordics,logistics,101,Mid-Market,partner,2025-03-14,,active
385,cus_000385,Atlas Group SARL,FR,France,Europe,Western Europe,manufacturing,20,SMB,event,2024-09-15,,active
386,cus_000386,Harbour Advisory LLC,US,United States,North America,Northeast,logistics,50,Mid-Market,partner,2025-12-17,,active
387,cus_000387,Oak Clinics B.V.,NL,Netherlands,Europe,Western Europe,facilities,54,Mid-Market,outbound,2025-10-13,,active
388,cus_000388,North Works AB,SE,Sweden,Europe,Nordics,manufacturing,36,SMB,self_serve,2025-06-09,2025-06-02,active
389,cus_000389,Granite Supply Corp,US,United States,North America,Northeast,construction,43,SMB,event,2024-01-24,,churned
390,cus_000390,Alpine Workshops Pty Ltd,AU,Australia,APAC,Australia,healthcare,36,SMB,outbound,2024-10-14,,active
391,cus_000391,Atlas Workshops Inc,US,United States,North America,West,financial_services,45,SMB,self_serve,2026-08-14,2026-08-07,active
392,cus_000392,Maple Works Corp,US,United States,North America,Midwest,professional_services,718,Enterprise,outbound,2026-01-15,,active
393,cus_000393,North Fabrication Pty Ltd,AU,Australia,APAC,Australia,retail,187,Mid-Market,outbound,2024-12-05,,churned
394,cus_000394,North Logistics Pty Ltd,AU,Australia,APAC,Australia,professional_services,791,Enterprise,outbound,2024-06-06,,active
395,cus_000395,Forge Studios AG,DE,Germany,Europe,DACH,financial_services,196,Mid-Market,outbound,2025-09-10,,active
396,cus_000396,Metro Partners LLP,GB,United Kingdom,Europe,United Kingdom,facilities,6,SMB,self_serve,2025-02-05,2025-01-22,active
397,cus_000397,Apex Collective GmbH,DE,Germany,Europe,DACH,professional_services,500,Enterprise,partner,2023-10-12,,churned
398,cus_000398,Canyon Partners LLC,US,United States,North America,South,healthcare,31,SMB,inbound,2024-08-31,,active
399,cus_000399,Forest Studios Inc,US,United States,North America,West,professional_services,14,SMB,event,2025-10-05,,churned
400,cus_000400,Canyon Supply Inc,US,United States,North America,Northeast,manufacturing,977,Enterprise,outbound,2026-06-13,,active
401,cus_000401,Pacific Partners Inc,US,United States,North America,Midwest,retail,37,SMB,inbound,2024-06-24,,active
402,cus_000402,Pioneer Services Corp,US,United States,North America,Midwest,professional_services,95,Mid-Market,self_serve,2025-06-28,,active
403,cus_000403,Bright Networks LLP,GB,United Kingdom,Europe,United Kingdom,logistics,500,Enterprise,outbound,2026-03-02,,active
404,cus_000404,Lumen Retail LLC,US,United States,North America,Northeast,manufacturing,141,Mid-Market,inbound,2025-06-26,,churned
405,cus_000405,Nimbus Group AG,DE,Germany,Europe,DACH,construction,36,SMB,self_serve,2023-10-21,,churned
406,cus_000406,North Clinics GmbH,DE,Germany,Europe,DACH,construction,21,SMB,self_serve,2023-06-08,2023-06-01,churned
407,cus_000407,North Partners Ltd,GB,United Kingdom,Europe,United Kingdom,logistics,166,Mid-Market,inbound,2022-12-07,,active
408,cus_000408,Urban Clinics Pty Ltd,AU,Australia,APAC,Australia,manufacturing,16,SMB,self_serve,2025-10-24,2025-10-03,churned
409,cus_000409,Pacific Studios SAS,FR,France,Europe,Western Europe,education,66,Mid-Market,self_serve,2024-09-15,2024-09-01,active
410,cus_000410,Silver Engineering Corp,US,United States,North America,West,facilities,74,Mid-Market,outbound,2025-08-26,,active
411,cus_000411,Silver Partners Inc,US,United States,North America,West,manufacturing,193,Mid-Market,outbound,2026-03-14,,active
412,cus_000412,Iron Industries Inc,US,United States,North America,Midwest,facilities,38,SMB,self_serve,2023-05-08,,active
413,cus_000413,Pacific Solutions LLP,GB,United Kingdom,Europe,United Kingdom,education,70,Mid-Market,inbound,2025-02-24,,churned
414,cus_000414,Forge Group Corp,US,United States,North America,Northeast,facilities,23,SMB,inbound,2024-11-13,,active
415,cus_000415,Forest Ventures Ltd,CA,Canada,North America,Canada,construction,11,SMB,inbound,2026-07-28,,active
416,cus_000416,Silver Works Corp,US,United States,North America,West,retail,176,Mid-Market,inbound,2025-11-29,,active
417,cus_000417,Oak Studios B.V.,NL,Netherlands,Europe,Western Europe,logistics,6,SMB,inbound,2025-09-22,,active
418,cus_000418,Metro Works B.V.,NL,Netherlands,Europe,Western Europe,manufacturing,138,Mid-Market,inbound,2023-08-02,,churned
419,cus_000419,Golden Studios AG,DE,Germany,Europe,DACH,construction,18,SMB,self_serve,2026-08-10,2026-08-03,active
420,cus_000420,Urban Logistics Inc,CA,Canada,North America,Canada,logistics,17,SMB,inbound,2024-11-04,,churned
421,cus_000421,Apex Studios Inc,CA,Canada,North America,Canada,facilities,500,Enterprise,inbound,2023-07-20,,active
422,cus_000422,Forest Holdings SARL,FR,France,Europe,Western Europe,manufacturing,40,SMB,self_serve,2024-07-23,,active
423,cus_000423,North Holdings AB,SE,Sweden,Europe,Nordics,education,53,Mid-Market,partner,2025-12-18,,active
424,cus_000424,Prairie Operations Corp,US,United States,North America,Midwest,manufacturing,627,Enterprise,outbound,2023-09-28,,active
425,cus_000425,Metro Works Ltd,CA,Canada,North America,Canada,professional_services,50,Mid-Market,inbound,2026-08-28,,active
426,cus_000426,Bright Advisory AG,DE,Germany,Europe,DACH,professional_services,49,SMB,inbound,2024-09-27,,active
427,cus_000427,Nimbus Collective Pty Ltd,AU,Australia,APAC,Australia,facilities,11,SMB,self_serve,2024-09-12,2024-08-29,active
428,cus_000428,Prairie Properties Pty Ltd,AU,Australia,APAC,Australia,healthcare,29,SMB,self_serve,2025-04-16,,active
429,cus_000429,Apex Partners Inc,US,United States,North America,Northeast,manufacturing,24,SMB,partner,2026-06-30,,active
430,cus_000430,Summit Collective AG,DE,Germany,Europe,DACH,financial_services,86,Mid-Market,inbound,2026-01-24,,active
431,cus_000431,Pacific Supply LLC,US,United States,North America,Midwest,construction,71,Mid-Market,outbound,2025-09-13,,churned
432,cus_000432,Metro Solutions Inc,CA,Canada,North America,Canada,logistics,83,Mid-Market,outbound,2023-12-21,,churned
433,cus_000433,Vertex Networks Ltd,GB,United Kingdom,Europe,United Kingdom,professional_services,15,SMB,event,2024-11-01,,active
434,cus_000434,Anchor Engineering LLC,US,United States,North America,South,logistics,1606,Enterprise,partner,2023-06-14,,active
435,cus_000435,Cedar Supply LLC,US,United States,North America,South,healthcare,26,SMB,event,2025-06-04,,active
436,cus_000436,Pioneer Supply AB,SE,Sweden,Europe,Nordics,facilities,30,SMB,self_serve,2025-09-15,2025-09-01,active
437,cus_000437,Prairie Logistics AB,SE,Sweden,Europe,Nordics,manufacturing,30,SMB,self_serve,2023-10-30,2023-10-16,churned
438,cus_000438,Amber Ventures LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,106,Mid-Market,outbound,2022-07-17,,active
439,cus_000439,Coastal Fabrication LLP,GB,United Kingdom,Europe,United Kingdom,professional_services,10,SMB,self_serve,2026-02-21,,active
440,cus_000440,Urban Systems Inc,US,United States,North America,West,financial_services,133,Mid-Market,inbound,2024-10-03,,active
441,cus_000441,Forest Group LLC,US,United States,North America,Northeast,logistics,132,Mid-Market,outbound,2024-11-19,,churned
442,cus_000442,Bright Services Pty Ltd,AU,Australia,APAC,Australia,retail,166,Mid-Market,self_serve,2025-02-14,2025-01-31,active
443,cus_000443,Anchor Holdings Inc,CA,Canada,North America,Canada,professional_services,158,Mid-Market,outbound,2026-02-07,,active
444,cus_000444,Iron Solutions Corp,US,United States,North America,Midwest,professional_services,27,SMB,self_serve,2025-08-12,2025-08-05,active
445,cus_000445,Nimbus Industries Inc,US,United States,North America,Midwest,retail,130,Mid-Market,inbound,2026-06-26,,active
446,cus_000446,Atlas Solutions LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,126,Mid-Market,inbound,2025-07-31,,churned
447,cus_000447,Atlas Ventures Pty Ltd,AU,Australia,APAC,Australia,retail,17,SMB,self_serve,2024-05-15,,active
448,cus_000448,Urban Partners SAS,FR,France,Europe,Western Europe,manufacturing,94,Mid-Market,partner,2026-02-08,,active
449,cus_000449,Blue Holdings Pty Ltd,AU,Australia,APAC,Australia,professional_services,83,Mid-Market,outbound,2022-12-21,,churned
450,cus_000450,Golden Operations Ltd,GB,United Kingdom,Europe,United Kingdom,facilities,235,Mid-Market,outbound,2025-04-13,,active
451,cus_000451,Vertex Group Inc,US,United States,North America,West,education,71,Mid-Market,outbound,2026-07-24,,active
452,cus_000452,River Logistics B.V.,NL,Netherlands,Europe,Western Europe,education,66,Mid-Market,inbound,2025-09-24,,active
453,cus_000453,Granite Logistics B.V.,NL,Netherlands,Europe,Western Europe,manufacturing,32,SMB,inbound,2026-08-25,,active
454,cus_000454,Pioneer Holdings Pty Ltd,AU,Australia,APAC,Australia,construction,25,SMB,self_serve,2024-05-29,2024-05-15,churned
